Country,Date of Admission,Year,AverageTemperature,Standard Deviation
bosnia and herzegovina,22-May-92,1981,10.43983333,7.746375538
bosnia and herzegovina,22-May-92,1982,11.00966667,7.926983209
bosnia and herzegovina,22-May-92,1983,10.84375,7.621486721
bosnia and herzegovina,22-May-92,1984,10.26283333,6.913966614
bosnia and herzegovina,22-May-92,1985,10.33691667,8.245715465
bosnia and herzegovina,22-May-92,1986,10.63775,7.819581936
bosnia and herzegovina,22-May-92,1987,10.61575,8.265568408
bosnia and herzegovina,22-May-92,1988,10.97708333,7.729582353
bosnia and herzegovina,22-May-92,1989,11.03025,6.639114674
bosnia and herzegovina,22-May-92,1990,11.56425,6.87368615
bosnia and herzegovina,22-May-92,1991,10.34725,7.845164372
bosnia and herzegovina,22-May-92,1992,11.44441667,7.707302104
bosnia and herzegovina,22-May-92,1993,10.95966667,8.132408335
bosnia and herzegovina,22-May-92,1994,12.07908333,7.571616658
bosnia and herzegovina,22-May-92,1995,10.7585,7.181036295
bosnia and herzegovina,22-May-92,1996,10.252,7.826634328
bosnia and herzegovina,22-May-92,1997,10.7885,7.162868337
bosnia and herzegovina,22-May-92,1998,11.10458333,7.979305101
bosnia and herzegovina,22-May-92,1999,11.37641667,7.875411198
bosnia and herzegovina,22-May-92,2000,12.14808333,7.848953798
bosnia and herzegovina,22-May-92,2001,11.38066667,7.705880096
bosnia and herzegovina,22-May-92,2002,11.85833333,7.162831923
bosnia and herzegovina,22-May-92,2003,11.49516667,9.035660894
bosnia and herzegovina,22-May-92,2004,10.99833333,7.434318375
bosnia and herzegovina,22-May-92,2005,10.30208333,7.999154813
bosnia and herzegovina,22-May-92,2006,11.07125,7.768160518
bosnia and herzegovina,22-May-92,2007,12.00175,7.588400228
bosnia and herzegovina,22-May-92,2008,12.05666667,7.056026378
bosnia and herzegovina,22-May-92,2009,11.86066667,7.896052781
bosnia and herzegovina,22-May-92,2010,11.27141667,7.691445442
bosnia and herzegovina,22-May-92,2011,11.73975,8.1407875
bosnia and herzegovina,22-May-92,2012,12.029,9.080907934
bosnia and herzegovina,22-May-92,2013,12.8795,8.530183518
botswana,17-Oct-66,1960,21.73727273,4.631089831
botswana,17-Oct-66,1961,22.15725,4.124385753
botswana,17-Oct-66,1962,22.22241667,4.532177371
botswana,17-Oct-66,1963,21.49325,4.652194265
botswana,17-Oct-66,1964,22.02783333,5.229056317
botswana,17-Oct-66,1965,22.24208333,4.72170519
botswana,17-Oct-66,1966,22.40991667,4.376844161
botswana,17-Oct-66,1967,21.6325,4.366509267
botswana,17-Oct-66,1968,21.93,4.666041675
botswana,17-Oct-66,1969,22.31208333,4.285240939
botswana,17-Oct-66,1970,22.85583333,4.320726177
botswana,17-Oct-66,1971,22.08091667,4.119483363
botswana,17-Oct-66,1972,22.05816667,4.795969877
botswana,17-Oct-66,1973,22.373,4.452418342
botswana,17-Oct-66,1974,21.22366667,4.049068318
botswana,17-Oct-66,1975,21.67025,4.192963914
botswana,17-Oct-66,1976,21.14425,4.256774048
botswana,17-Oct-66,1977,22.06391667,4.486625021
botswana,17-Oct-66,1978,21.69383333,4.100200767
botswana,17-Oct-66,1979,22.36575,4.298052733
botswana,17-Oct-66,1980,21.84591667,4.534524019
botswana,17-Oct-66,1981,21.60566667,4.395486369
botswana,17-Oct-66,1982,22.48783333,4.509335243
botswana,17-Oct-66,1983,22.96441667,4.575627239
botswana,17-Oct-66,1984,22.52591667,4.73798015
botswana,17-Oct-66,1985,22.27266667,4.337173448
botswana,17-Oct-66,1986,22.30833333,4.088589718
botswana,17-Oct-66,1987,23.14433333,4.742648998
botswana,17-Oct-66,1988,22.25316667,4.010061682
botswana,17-Oct-66,1989,22.10416667,3.850319156
botswana,17-Oct-66,1990,22.94483333,3.768974947
botswana,17-Oct-66,1991,22.05966667,4.010254613
botswana,17-Oct-66,1992,23.29083333,4.723749663
botswana,17-Oct-66,1993,22.68075,3.890087663
botswana,17-Oct-66,1994,22.37916667,4.78659651
botswana,17-Oct-66,1995,23.21383333,4.450278885
botswana,17-Oct-66,1996,22.19966667,4.315865748
botswana,17-Oct-66,1997,22.33683333,4.141385733
botswana,17-Oct-66,1998,23.07058333,4.101725102
botswana,17-Oct-66,1999,22.978,3.868311706
botswana,17-Oct-66,2000,21.87233333,3.994300675
botswana,17-Oct-66,2001,22.3505,4.162689417
botswana,17-Oct-66,2002,22.98566667,4.258917176
botswana,17-Oct-66,2003,23.39516667,4.673769918
botswana,17-Oct-66,2004,22.34608333,4.52694375
botswana,17-Oct-66,2005,23.36883333,3.828137212
botswana,17-Oct-66,2006,21.804,4.104393965
botswana,17-Oct-66,2007,22.4005,4.469123394
botswana,17-Oct-66,2008,22.31116667,3.989984548
botswana,17-Oct-66,2009,22.13975,4.266295095
botswana,17-Oct-66,2010,22.73016667,4.256617561
botswana,17-Oct-66,2011,21.95508333,4.478761181
botswana,17-Oct-66,2012,22.40008333,4.309750962
botswana,17-Oct-66,2013,21.82575,4.677246435
brazil,24-Oct-45,1960,24.68336364,0.949789163
brazil,24-Oct-45,1961,25.14641667,0.966435857
brazil,24-Oct-45,1962,24.84233333,1.111381886
brazil,24-Oct-45,1963,25.17158333,1.168318874
brazil,24-Oct-45,1964,24.73408333,0.96075874
brazil,24-Oct-45,1965,24.98383333,0.841262994
brazil,24-Oct-45,1966,25.08641667,0.876121563
brazil,24-Oct-45,1967,25.01366667,0.854854728
brazil,24-Oct-45,1968,24.63125,1.041291342
brazil,24-Oct-45,1969,25.28275,0.859239212
brazil,24-Oct-45,1970,25.19108333,0.799846969
brazil,24-Oct-45,1971,24.6085,0.851640289
brazil,24-Oct-45,1972,25.09733333,0.715048292
brazil,24-Oct-45,1973,25.16958333,0.822415783
brazil,24-Oct-45,1974,24.5815,0.753614744
brazil,24-Oct-45,1975,24.67675,0.894476091
brazil,24-Oct-45,1976,24.719,0.721141898
brazil,24-Oct-45,1977,25.13233333,0.712670054
brazil,24-Oct-45,1978,24.9275,0.854649264
brazil,24-Oct-45,1979,24.94433333,0.872505205
brazil,24-Oct-45,1980,25.148,0.675850172
brazil,24-Oct-45,1981,24.98341667,0.95445029
brazil,24-Oct-45,1982,25.23033333,0.676172158
brazil,24-Oct-45,1983,25.35075,0.781458558
brazil,24-Oct-45,1984,25.10991667,0.81541807
brazil,24-Oct-45,1985,24.96566667,0.948303397
brazil,24-Oct-45,1986,25.131,0.760077269
brazil,24-Oct-45,1987,25.56341667,0.810819166
brazil,24-Oct-45,1988,25.17733333,1.099105201
brazil,24-Oct-45,1989,24.87141667,0.850119827
brazil,24-Oct-45,1990,25.27491667,1.032282771
brazil,24-Oct-45,1991,25.29216667,0.853022203
brazil,24-Oct-45,1992,25.25133333,0.753295105
brazil,24-Oct-45,1993,25.35491667,0.845086382
brazil,24-Oct-45,1994,25.45466667,0.91151725
brazil,24-Oct-45,1995,25.55441667,0.731743057
brazil,24-Oct-45,1996,25.33783333,0.937112764
brazil,24-Oct-45,1997,25.55941667,1.034771864
brazil,24-Oct-45,1998,25.95875,0.823641264
brazil,24-Oct-45,1999,25.28658333,0.817711158
brazil,24-Oct-45,2000,25.1965,0.856324121
brazil,24-Oct-45,2001,25.50441667,0.868803091
brazil,24-Oct-45,2002,25.80033333,0.787923431
brazil,24-Oct-45,2003,25.621,0.774287121
brazil,24-Oct-45,2004,25.4965,0.942712383
brazil,24-Oct-45,2005,25.806,0.743902242
brazil,24-Oct-45,2006,25.517,0.880637579
brazil,24-Oct-45,2007,25.668,0.91322824
brazil,24-Oct-45,2008,25.41033333,0.897025624
brazil,24-Oct-45,2009,25.60058333,0.991388875
brazil,24-Oct-45,2010,25.81241667,0.872187059
brazil,24-Oct-45,2011,25.42891667,0.685960171
brazil,24-Oct-45,2012,25.71708333,0.918315004
brazil,24-Oct-45,2013,25.348125,0.805565185
bulgaria,14-Dec-55,1960,12.16018182,6.482930646
bulgaria,14-Dec-55,1961,11.14091667,7.495186182
bulgaria,14-Dec-55,1962,11.05216667,8.36246051
bulgaria,14-Dec-55,1963,10.57175,9.122316683
bulgaria,14-Dec-55,1964,10.33208333,8.067843741
bulgaria,14-Dec-55,1965,10.27891667,8.086801474
bulgaria,14-Dec-55,1966,11.668,7.357137932
bulgaria,14-Dec-55,1967,10.66783333,8.264140266
bulgaria,14-Dec-55,1968,11.00825,7.960099681
bulgaria,14-Dec-55,1969,10.3645,8.375041031
bulgaria,14-Dec-55,1970,10.93458333,7.256768345
bulgaria,14-Dec-55,1971,10.56283333,7.321149175
bulgaria,14-Dec-55,1972,10.69725,7.883224123
bulgaria,14-Dec-55,1973,10.26333333,7.966178077
bulgaria,14-Dec-55,1974,10.5875,7.597924782
bulgaria,14-Dec-55,1975,11.02483333,7.814250279
bulgaria,14-Dec-55,1976,9.8835,7.241520226
bulgaria,14-Dec-55,1977,11.05,7.312208173
bulgaria,14-Dec-55,1978,10.25583333,7.2817194
bulgaria,14-Dec-55,1979,11.01141667,7.344062184
bulgaria,14-Dec-55,1980,10.03725,7.997421097
bulgaria,14-Dec-55,1981,10.75508333,7.851681157
bulgaria,14-Dec-55,1982,10.614,8.088005564
bulgaria,14-Dec-55,1983,10.8185,7.538847555
bulgaria,14-Dec-55,1984,10.74633333,7.61050111
bulgaria,14-Dec-55,1985,10.27058333,8.835372971
bulgaria,14-Dec-55,1986,10.69783333,8.249720467
bulgaria,14-Dec-55,1987,10.42183333,8.81526626
bulgaria,14-Dec-55,1988,10.75858333,8.381669485
bulgaria,14-Dec-55,1989,11.10191667,7.230219819
bulgaria,14-Dec-55,1990,11.59766667,7.362713017
bulgaria,14-Dec-55,1991,10.18066667,8.257187099
bulgaria,14-Dec-55,1992,11.02175,8.204927069
bulgaria,14-Dec-55,1993,10.71341667,8.605176312
bulgaria,14-Dec-55,1994,12.20041667,8.069571707
bulgaria,14-Dec-55,1995,10.80966667,7.899516422
bulgaria,14-Dec-55,1996,10.4285,8.739617295
bulgaria,14-Dec-55,1997,10.22533333,7.743378536
bulgaria,14-Dec-55,1998,11.09891667,8.534179978
bulgaria,14-Dec-55,1999,11.7885,8.006837334
bulgaria,14-Dec-55,2000,11.90683333,8.399493468
bulgaria,14-Dec-55,2001,11.62383333,8.540389312
bulgaria,14-Dec-55,2002,11.68033333,8.007876229
bulgaria,14-Dec-55,2003,10.953,9.26058716
bulgaria,14-Dec-55,2004,11.24166667,7.690694972
bulgaria,14-Dec-55,2005,10.78158333,7.901331424
bulgaria,14-Dec-55,2006,11.11758333,8.367604039
bulgaria,14-Dec-55,2007,12.314,8.212385347
bulgaria,14-Dec-55,2008,11.98775,8.017613373
bulgaria,14-Dec-55,2009,11.894,7.961233778
bulgaria,14-Dec-55,2010,11.76633333,8.369708688
bulgaria,14-Dec-55,2011,11.04783333,8.641999883
bulgaria,14-Dec-55,2012,12.02758333,9.767987998
bulgaria,14-Dec-55,2013,13.411875,8.833299277
burkina faso,20-Sep-60,1960,28.41454545,1.852402406
burkina faso,20-Sep-60,1961,27.8175,2.367830173
burkina faso,20-Sep-60,1962,27.97475,2.182431302
burkina faso,20-Sep-60,1963,28.361,1.872134416
burkina faso,20-Sep-60,1964,28.02383333,2.142495097
burkina faso,20-Sep-60,1965,27.89175,2.175463634
burkina faso,20-Sep-60,1966,28.203,2.146216756
burkina faso,20-Sep-60,1967,27.91841667,2.452520909
burkina faso,20-Sep-60,1968,28.12291667,1.841624651
burkina faso,20-Sep-60,1969,28.73258333,2.368674868
burkina faso,20-Sep-60,1970,28.50091667,2.334054119
burkina faso,20-Sep-60,1971,28.2285,2.457883698
burkina faso,20-Sep-60,1972,28.33258333,1.878824123
burkina faso,20-Sep-60,1973,28.82016667,2.416471351
burkina faso,20-Sep-60,1974,28.01616667,2.671551842
burkina faso,20-Sep-60,1975,27.90316667,2.486158586
burkina faso,20-Sep-60,1976,27.77083333,1.952560642
burkina faso,20-Sep-60,1977,28.34958333,2.218261787
burkina faso,20-Sep-60,1978,28.44566667,1.862332083
burkina faso,20-Sep-60,1979,28.48233333,2.114708333
burkina faso,20-Sep-60,1980,28.76683333,2.340154728
burkina faso,20-Sep-60,1981,28.4055,2.404602916
burkina faso,20-Sep-60,1982,28.09283333,2.357907502
burkina faso,20-Sep-60,1983,28.71508333,2.723462751
burkina faso,20-Sep-60,1984,28.62866667,2.491592748
burkina faso,20-Sep-60,1985,28.43683333,2.556463034
burkina faso,20-Sep-60,1986,28.29783333,2.825179957
burkina faso,20-Sep-60,1987,29.16383333,2.258630632
burkina faso,20-Sep-60,1988,28.43575,2.869983374
burkina faso,20-Sep-60,1989,28.19825,2.64977478
burkina faso,20-Sep-60,1990,28.80633333,2.089714654
burkina faso,20-Sep-60,1991,28.45941667,2.072263517
burkina faso,20-Sep-60,1992,28.132,2.371251837
burkina faso,20-Sep-60,1993,28.62108333,2.688988673
burkina faso,20-Sep-60,1994,28.03933333,2.669934399
burkina faso,20-Sep-60,1995,28.46958333,2.641783263
burkina faso,20-Sep-60,1996,28.73908333,2.122698046
burkina faso,20-Sep-60,1997,28.56916667,1.65087056
burkina faso,20-Sep-60,1998,28.99291667,2.476732211
burkina faso,20-Sep-60,1999,28.45116667,2.601400736
burkina faso,20-Sep-60,2000,28.59141667,2.42497192
burkina faso,20-Sep-60,2001,28.73216667,2.433813126
burkina faso,20-Sep-60,2002,28.97816667,2.576384882
burkina faso,20-Sep-60,2003,28.8835,2.380926462
burkina faso,20-Sep-60,2004,28.98916667,1.931878353
burkina faso,20-Sep-60,2005,29.23833333,2.547851014
burkina faso,20-Sep-60,2006,28.92025,2.412493434
burkina faso,20-Sep-60,2007,28.98325,2.493510126
burkina faso,20-Sep-60,2008,28.48958333,2.697069637
burkina faso,20-Sep-60,2009,29.083,2.473400824
burkina faso,20-Sep-60,2010,29.28875,2.554881678
burkina faso,20-Sep-60,2011,29.06066667,2.655335806
burkina faso,20-Sep-60,2012,28.63,2.384528961
burkina faso,20-Sep-60,2013,29.3855,2.849662336
burundi,18-Sep-62,1960,20.06781818,0.652030033
burundi,18-Sep-62,1961,20.1335,0.712597234
burundi,18-Sep-62,1962,19.81316667,0.468350458
burundi,18-Sep-62,1963,19.77833333,0.457745132
burundi,18-Sep-62,1964,19.99583333,0.44977203
burundi,18-Sep-62,1965,20.07575,0.466470134
burundi,18-Sep-62,1966,20.11716667,0.556003897
burundi,18-Sep-62,1967,19.93841667,0.408175644
burundi,18-Sep-62,1968,19.9255,0.382908368
burundi,18-Sep-62,1969,20.36341667,0.450099678
burundi,18-Sep-62,1970,20.05491667,0.525232149
burundi,18-Sep-62,1971,19.65908333,0.518400066
burundi,18-Sep-62,1972,20.26016667,0.539283166
burundi,18-Sep-62,1973,20.33441667,0.611688343
burundi,18-Sep-62,1974,19.94,0.455403917
burundi,18-Sep-62,1975,19.928,0.373786765
burundi,18-Sep-62,1976,20.092,0.47679174
burundi,18-Sep-62,1977,20.41941667,0.608514355
burundi,18-Sep-62,1978,20.314,0.582142438
burundi,18-Sep-62,1979,20.37625,0.610785504
burundi,18-Sep-62,1980,20.577,0.500308269
burundi,18-Sep-62,1981,20.41125,0.536910205
burundi,18-Sep-62,1982,20.37033333,0.525832731
burundi,18-Sep-62,1983,20.84575,0.538984926
burundi,18-Sep-62,1984,20.30941667,0.513326488
burundi,18-Sep-62,1985,20.27958333,0.400385146
burundi,18-Sep-62,1986,20.38958333,0.679015659
burundi,18-Sep-62,1987,20.96975,0.623594292
burundi,18-Sep-62,1988,20.63883333,0.480101662
burundi,18-Sep-62,1989,20.01091667,0.474758974
burundi,18-Sep-62,1990,20.40933333,0.413025716
burundi,18-Sep-62,1991,20.23833333,0.60266127
burundi,18-Sep-62,1992,20.56825,0.466077856
burundi,18-Sep-62,1993,20.48333333,0.624391243
burundi,18-Sep-62,1994,20.539,0.59304208
burundi,18-Sep-62,1995,20.82433333,0.597314191
burundi,18-Sep-62,1996,20.39575,0.368448621
burundi,18-Sep-62,1997,20.78425,0.880417889
burundi,18-Sep-62,1998,20.8135,0.476335348
burundi,18-Sep-62,1999,20.314,0.645841101
burundi,18-Sep-62,2000,20.59583333,0.678500061
burundi,18-Sep-62,2001,20.51033333,0.680667097
burundi,18-Sep-62,2002,20.74983333,0.671254028
burundi,18-Sep-62,2003,20.93133333,0.526784298
burundi,18-Sep-62,2004,20.96041667,0.662110875
burundi,18-Sep-62,2005,21.44216667,0.425776047
burundi,18-Sep-62,2006,21.06633333,0.922006343
burundi,18-Sep-62,2007,20.58091667,0.456638998
burundi,18-Sep-62,2008,20.56791667,0.49683095
burundi,18-Sep-62,2009,20.76425,0.695034352
burundi,18-Sep-62,2010,21.06875,0.433822361
burundi,18-Sep-62,2011,20.54591667,0.442889984
burundi,18-Sep-62,2012,20.75425,0.578795948
burundi,18-Sep-62,2013,20.86275,0.553045271
cambodia,14-Dec-55,1960,27.34681818,1.46290265
cambodia,14-Dec-55,1961,26.9765,1.369692699
cambodia,14-Dec-55,1962,26.69933333,1.701404464
cambodia,14-Dec-55,1963,26.6825,1.898219381
cambodia,14-Dec-55,1964,27.01416667,1.671428177
cambodia,14-Dec-55,1965,26.92125,1.416269885
cambodia,14-Dec-55,1966,27.38008333,1.199082942
cambodia,14-Dec-55,1967,26.65475,1.596246912
cambodia,14-Dec-55,1968,27.00891667,1.195832267
cambodia,14-Dec-55,1969,27.26541667,1.606648938
cambodia,14-Dec-55,1970,27.00858333,1.427420143
cambodia,14-Dec-55,1971,26.36391667,1.634708173
cambodia,14-Dec-55,1972,26.99291667,1.432586882
cambodia,14-Dec-55,1973,27.22891667,1.818165282
cambodia,14-Dec-55,1974,26.73241667,1.362823837
cambodia,14-Dec-55,1975,26.8015,1.795277416
cambodia,14-Dec-55,1976,26.64766667,1.551601245
cambodia,14-Dec-55,1977,26.91958333,1.458204092
cambodia,14-Dec-55,1978,27.027,1.422856218
cambodia,14-Dec-55,1979,27.24758333,1.522304739
cambodia,14-Dec-55,1980,27.20708333,1.513604936
cambodia,14-Dec-55,1981,27.06525,1.743464061
cambodia,14-Dec-55,1982,26.94783333,1.60641135
cambodia,14-Dec-55,1983,27.19458333,1.843689456
cambodia,14-Dec-55,1984,26.80175,1.456796119
cambodia,14-Dec-55,1985,26.96866667,1.273818978
cambodia,14-Dec-55,1986,26.80683333,1.486418688
cambodia,14-Dec-55,1987,27.36666667,1.736721328
cambodia,14-Dec-55,1988,27.11675,1.610657524
cambodia,14-Dec-55,1989,26.96266667,1.293464434
cambodia,14-Dec-55,1990,27.25933333,1.432192746
cambodia,14-Dec-55,1991,27.20141667,1.386858153
cambodia,14-Dec-55,1992,27.0705,1.860906793
cambodia,14-Dec-55,1993,26.90825,1.565767609
cambodia,14-Dec-55,1994,27.12308333,1.205309501
cambodia,14-Dec-55,1995,27.08041667,1.600618997
cambodia,14-Dec-55,1996,26.83883333,1.384917381
cambodia,14-Dec-55,1997,27.21933333,1.175613676
cambodia,14-Dec-55,1998,27.95683333,1.727772914
cambodia,14-Dec-55,1999,26.83475,1.458684845
cambodia,14-Dec-55,2000,27.05716667,1.055032342
cambodia,14-Dec-55,2001,27.24583333,1.347538485
cambodia,14-Dec-55,2002,27.55541667,1.225986538
cambodia,14-Dec-55,2003,27.29941667,1.519116996
cambodia,14-Dec-55,2004,27.17941667,1.438693439
cambodia,14-Dec-55,2005,27.39,1.513814027
cambodia,14-Dec-55,2006,27.41391667,1.145787657
cambodia,14-Dec-55,2007,27.24183333,1.366317934
cambodia,14-Dec-55,2008,26.89708333,1.294472477
cambodia,14-Dec-55,2009,27.25275,1.444441265
cambodia,14-Dec-55,2010,27.87525,1.677765458
cambodia,14-Dec-55,2011,27.0035,1.185630672
cambodia,14-Dec-55,2012,27.80625,0.856390536
cambodia,14-Dec-55,2013,28.259625,1.344332754
cameroon,20-Sep-60,1960,24.55390909,0.819961762
cameroon,20-Sep-60,1961,24.25391667,1.142941775
cameroon,20-Sep-60,1962,24.36316667,0.939484175
cameroon,20-Sep-60,1963,24.55383333,0.845901438
cameroon,20-Sep-60,1964,24.29208333,1.111048682
cameroon,20-Sep-60,1965,24.33491667,0.847827862
cameroon,20-Sep-60,1966,24.49916667,0.930889783
cameroon,20-Sep-60,1967,24.3655,1.219578877
cameroon,20-Sep-60,1968,24.35583333,0.811485152
cameroon,20-Sep-60,1969,24.655,1.138128448
cameroon,20-Sep-60,1970,24.61041667,1.127225109
cameroon,20-Sep-60,1971,24.25216667,1.153520133
cameroon,20-Sep-60,1972,24.53258333,0.75042648
cameroon,20-Sep-60,1973,24.90758333,1.153395025
cameroon,20-Sep-60,1974,24.23183333,1.055529151
cameroon,20-Sep-60,1975,24.23025,1.166719965
cameroon,20-Sep-60,1976,24.29408333,0.956748799
cameroon,20-Sep-60,1977,24.68116667,1.119652774
cameroon,20-Sep-60,1978,24.50725,1.092340617
cameroon,20-Sep-60,1979,24.78691667,1.032289024
cameroon,20-Sep-60,1980,24.76875,1.165927576
cameroon,20-Sep-60,1981,24.30041667,1.157604695
cameroon,20-Sep-60,1982,24.29608333,0.99285552
cameroon,20-Sep-60,1983,24.67633333,1.526795654
cameroon,20-Sep-60,1984,24.48333333,1.067788397
cameroon,20-Sep-60,1985,24.37508333,0.980591886
cameroon,20-Sep-60,1986,24.50691667,1.214882894
cameroon,20-Sep-60,1987,25.01933333,1.035471376
cameroon,20-Sep-60,1988,24.677,1.336944821
cameroon,20-Sep-60,1989,24.21875,1.064732073
cameroon,20-Sep-60,1990,24.88966667,0.976972442
cameroon,20-Sep-60,1991,24.73383333,1.199727835
cameroon,20-Sep-60,1992,24.29733333,1.219996597
cameroon,20-Sep-60,1993,24.66225,0.962199481
cameroon,20-Sep-60,1994,24.63166667,1.200599497
cameroon,20-Sep-60,1995,24.818,1.118310007
cameroon,20-Sep-60,1996,24.70075,1.182268169
cameroon,20-Sep-60,1997,24.81733333,0.926897693
cameroon,20-Sep-60,1998,25.32308333,1.380982289
cameroon,20-Sep-60,1999,24.65616667,1.168207783
cameroon,20-Sep-60,2000,24.613,1.094378612
cameroon,20-Sep-60,2001,24.65191667,1.130347208
cameroon,20-Sep-60,2002,24.95025,1.285595874
cameroon,20-Sep-60,2003,25.01233333,1.117557184
cameroon,20-Sep-60,2004,25.17083333,1.081631918
cameroon,20-Sep-60,2005,25.26783333,1.498873021
cameroon,20-Sep-60,2006,25.29341667,1.144089273
cameroon,20-Sep-60,2007,25.20983333,1.328007176
cameroon,20-Sep-60,2008,25.12108333,0.76159157
cameroon,20-Sep-60,2009,25.40733333,0.993879482
cameroon,20-Sep-60,2010,25.46475,1.401323928
cameroon,20-Sep-60,2011,24.87658333,1.323971536
cameroon,20-Sep-60,2012,24.877,1.193849694
cameroon,20-Sep-60,2013,25.307625,1.193756728
canada,9-Nov-45,1960,-2.794727273,12.4915418
canada,9-Nov-45,1961,-5.068166667,13.47123431
canada,9-Nov-45,1962,-4.873833333,13.49899406
canada,9-Nov-45,1963,-4.612083333,13.36933287
canada,9-Nov-45,1964,-5.457,13.38436654
canada,9-Nov-45,1965,-5.516666667,13.32825228
canada,9-Nov-45,1966,-5.141333333,13.75985599
canada,9-Nov-45,1967,-5.282083333,13.65611516
canada,9-Nov-45,1968,-4.64575,13.01545766
canada,9-Nov-45,1969,-4.502333333,12.52913559
canada,9-Nov-45,1970,-5.103166667,13.65123678
canada,9-Nov-45,1971,-4.869583333,13.82498239
canada,9-Nov-45,1972,-6.802916667,14.27216522
canada,9-Nov-45,1973,-4.1795,13.47471304
canada,9-Nov-45,1974,-5.641083333,13.58293837
canada,9-Nov-45,1975,-4.945666667,14.09411951
canada,9-Nov-45,1976,-4.790416667,13.59396828
canada,9-Nov-45,1977,-3.84075,12.59831731
canada,9-Nov-45,1978,-5.3005,12.7526854
canada,9-Nov-45,1979,-5.00575,13.70818932
canada,9-Nov-45,1980,-4.416916667,13.18767119
canada,9-Nov-45,1981,-2.86725,11.63542903
canada,9-Nov-45,1982,-5.875166667,14.08947357
canada,9-Nov-45,1983,-4.75175,13.47681293
canada,9-Nov-45,1984,-4.63425,13.44765757
canada,9-Nov-45,1985,-4.901166667,12.97178033
canada,9-Nov-45,1986,-4.843916667,12.50693617
canada,9-Nov-45,1987,-3.343333333,11.82774487
canada,9-Nov-45,1988,-4.125166667,13.33429936
canada,9-Nov-45,1989,-5.073333333,14.14021214
canada,9-Nov-45,1990,-5.021916667,13.79295985
canada,9-Nov-45,1991,-4.426666667,13.47107335
canada,9-Nov-45,1992,-4.928916667,12.39388339
canada,9-Nov-45,1993,-4.4015,13.00622349
canada,9-Nov-45,1994,-4.433666667,14.11093691
canada,9-Nov-45,1995,-4.314333333,13.34684173
canada,9-Nov-45,1996,-4.941166667,13.60842077
canada,9-Nov-45,1997,-4.2315,12.99406347
canada,9-Nov-45,1998,-2.553916667,13.13773801
canada,9-Nov-45,1999,-3.186333333,12.28784682
canada,9-Nov-45,2000,-4.025916667,12.65778918
canada,9-Nov-45,2001,-3.100083333,12.47453112
canada,9-Nov-45,2002,-4.362833333,12.80983251
canada,9-Nov-45,2003,-3.8595,13.31692828
canada,9-Nov-45,2004,-4.923083333,13.17481158
canada,9-Nov-45,2005,-3.30875,12.65202738
canada,9-Nov-45,2006,-2.460166667,12.28669822
canada,9-Nov-45,2007,-4.060916667,13.06451738
canada,9-Nov-45,2008,-4.29525,13.70108154
canada,9-Nov-45,2009,-4.135083333,12.95213324
canada,9-Nov-45,2010,-1.887916667,11.68446242
canada,9-Nov-45,2011,-3.557083333,13.02126883
canada,9-Nov-45,2012,-3.176833333,13.10500961
canada,9-Nov-45,2013,-1.640666667,14.07013724
cape verde,16-Sep-75,1960,24.17881818,1.749335292
cape verde,16-Sep-75,1961,24.29283333,1.914194007
cape verde,16-Sep-75,1962,24.47383333,1.806995086
cape verde,16-Sep-75,1963,24.46841667,1.717969703
cape verde,16-Sep-75,1964,24.22516667,1.843645047
cape verde,16-Sep-75,1965,23.93816667,1.937114951
cape verde,16-Sep-75,1966,24.47641667,1.627869352
cape verde,16-Sep-75,1967,24.03466667,1.884283531
cape verde,16-Sep-75,1968,23.88441667,2.24446112
cape verde,16-Sep-75,1969,24.96625,1.544231737
cape verde,16-Sep-75,1970,24.73841667,1.481237165
cape verde,16-Sep-75,1971,24.01383333,2.041414431
cape verde,16-Sep-75,1972,24.03416667,2.194278255
cape verde,16-Sep-75,1973,24.45158333,1.958397511
cape verde,16-Sep-75,1974,23.69058333,2.126284872
cape verde,16-Sep-75,1975,24.03341667,2.079114823
cape verde,16-Sep-75,1976,24.04383333,2.428952593
cape verde,16-Sep-75,1977,24.48525,1.757100097
cape verde,16-Sep-75,1978,24.58683333,1.78126568
cape verde,16-Sep-75,1979,24.93183333,1.665087212
cape verde,16-Sep-75,1980,24.73325,1.752493918
cape verde,16-Sep-75,1981,24.63408333,1.898162914
cape verde,16-Sep-75,1982,24.19033333,1.887926295
cape verde,16-Sep-75,1983,24.748,1.71430516
cape verde,16-Sep-75,1984,24.37516667,1.81132738
cape verde,16-Sep-75,1985,24.34366667,2.10023156
cape verde,16-Sep-75,1986,24.19075,2.147817206
cape verde,16-Sep-75,1987,24.926,1.870456677
cape verde,16-Sep-75,1988,24.61833333,1.830563616
cape verde,16-Sep-75,1989,24.56758333,2.22692758
cape verde,16-Sep-75,1990,24.74533333,1.798589666
cape verde,16-Sep-75,1991,24.63141667,2.013282867
cape verde,16-Sep-75,1992,24.68225,1.663884618
cape verde,16-Sep-75,1993,24.44966667,1.922210817
cape verde,16-Sep-75,1994,24.45883333,2.072267394
cape verde,16-Sep-75,1995,25.16733333,2.198934094
cape verde,16-Sep-75,1996,25.23066667,1.639457856
cape verde,16-Sep-75,1997,25.30616667,1.333508417
cape verde,16-Sep-75,1998,25.37366667,1.5342396
cape verde,16-Sep-75,1999,24.627,2.081352314
